date,city,city_code,state,vacancy_rate,rent_index,property_value_index,cap_rate,office_reit_total_return,urban_office_employment_index,small_business_rent_burden,period,vacancy_rate_pct,cap_rate_pct,reit_drawdown_proxy,property_peak,property_drawdown_pct,vacancy_shock_pp,cap_rate_expansion_pp,rent_growth_qoq_pct,employment_growth_qoq_pct,impact_institutional,impact_small_business_tenants,impact_urban_workers,impact_institutional_z,impact_small_business_tenants_z,impact_urban_workers_z
2005-03-31,New York,NYC,NY,0.10580853195748947,99.98567103308362,110.08075287789387,0.04349826042537694,0.13923749429854468,101.39804853562663,0.193246386374643,2005Q1,10.580853195748947,4.349826042537694,0.0,110.08075287789387,0.0,0.0,0.0,,,0.08354249657912681,-0.0,0.0,1.126143217778299,0.46578039373053315,0.30228420923516924
2005-06-30,New York,NYC,NY,0.14702138818126403,101.04232784789443,110.48403480705542,0.04433574602391327,0.11983899157176842,101.86018261066994,0.19377737289720817,2005Q2,14.702138818126404,4.433574602391327,-0.019398502726776262,110.48403480705542,0.0,2.0606428111887283,0.041874279926816804,1.0568082445145288,0.45576229692521064,0.07190339494306104,-0.15587255278516285,-0.029915923550897103,0.8303710890215292,-1.2526921290628583,-0.3695874492284265
2005-09-30,New York,NYC,NY,0.1368606668855577,101.97573638367668,112.47624998870148,0.045832425218558924,0.11724706045500034,102.57444346516812,0.19397468749998603,2005Q3,13.686066688555771,4.583242521855892,-0.021990433843544335,112.47624998870148,0.0,0.6963804544120649,0.12769479959425478,0.9237797224816102,0.7012169389370104,0.0703482362730002,-0.08100800884468376,0.028193772093228778,0.7908514933705094,-0.42732127707910894,0.9354786477219001
2005-12-31,New York,NYC,NY,0.12247832153609636,102.70764272206546,114.72535694239903,0.04581325406541333,0.08213240460018517,102.98449071876213,0.19425805755285286,2005Q4,12.247832153609636,4.581325406541334,-0.05710508969835951,114.72535694239903,0.0,-0.556390560400553,0.09433326320977198,0.717725965356153,0.3997557673644625,0.0492794427601111,-0.008066770247779999,0.027982903715512375,0.25545261960052196,0.37684540953479917,0.930742825797071
2006-03-31,New York,NYC,NY,0.14547209662837202,103.2099109149736,114.85655449485981,0.04676301901030099,0.08764884755671071,103.90298317482689,0.1938996659048582,2006Q1,14.5472096628372,4.676301901030099,-0.05158864674183397,114.85655449485981,0.0,1.3943895590616098,0.15144780615883047,0.4890270865891777,0.8918745431028441,0.05258930853402642,-0.09417083228253938,0.020599531245350793,0.3395627233233568,-0.5724395162825979,0.7649221484530432
2006-06-30,New York,NYC,NY,0.141306106646245,104.32383241087169,116.25702125322434,0.04359337125951171,0.07153715333375432,104.1995624481069,0.1946073353513783,2006Q2,14.130610664624498,4.359337125951171,-0.06770034096479036,116.25702125322434,0.0,0.8148254673740905,-0.13793080743341424,1.0792776449693342,0.2854386507661566,0.04292229200025259,-0.09470515561717123,-0.00446405846759175,0.09390509884988839,-0.5783303543579693,0.2020274225444108
2006-09-30,New York,NYC,NY,0.15601937052529882,105.16068111181136,116.54397666890353,0.04569757612150002,0.10885814702948854,104.26688363469658,0.19527149877445424,2006Q3,15.601937052529882,4.569757612150002,-0.03037934726905614,116.54397666890353,0.0,1.9595587330966904,0.062134010370356485,0.8021644542771433,0.06460793597209413,0.06531488821769312,-0.13808615936869167,-0.05426420647485412,0.6629443648272845,-1.056599694444642,-0.9164173407083865
2006-12-31,New York,NYC,NY,0.16727414065374144,105.47591565157765,117.6211065720153,0.04565832696544085,0.029799229068893054,105.01882339955998,0.19489172313448108,2006Q4,16.727414065374145,4.565832696544085,-0.10943826522965162,117.6211065720153,0.0,2.6994062776983334,0.05093295791888419,0.29976464248184786,0.7211683505357724,0.017879537441335833,-0.14995854600900907,-0.03050040379344593,-0.542479826501429,-1.1874910531656682,-0.38271409428193376
2007-03-31,New York,NYC,NY,0.16488278094219513,105.61789575210977,119.30989244648242,0.04534861647803353,0.12181182957683531,104.87408903922564,0.1951383140466139,2007Q1,16.488278094219513,4.534861647803353,-0.017425664721709366,119.30989244648242,0.0,1.7218421942348812,-0.003167541480054936,0.1346090239227049,-0.13781754132178303,0.07308709774610118,-0.0928225609078793,-0.06130249371957125,0.8604512712226773,-0.5575750178880944,-1.0744878651167653
2007-06-30,New York,NYC,NY,0.1803868190657652,106.22874990779333,119.43508271885814,0.04782653439793894,0.06739566129595258,104.78268072198141,0.19574205857138155,2007Q2,18.03868190657652,4.7826534397938945,-0.0718418330025921,119.43508271885814,0.0,2.8551781205356246,0.2009893958351654,0.578362361163931,-0.0871600583915888,0.04043739677757154,-0.1716770240849778,-0.09175654770347995,0.030759095598873555,-1.426934156801009,-1.758445213861061
2007-09-30,New York,NYC,NY,0.17566892138680038,106.61264508321965,120.88834422610611,0.049140554519077534,0.11408582968477544,105.34474574411588,0.1955832143522043,2007Q3,17.56689213868004,4.914055451907753,-0.025151664613769234,120.88834422610611,0.0,1.89828517137361,0.29103979169254224,0.36138538367394,0.5364102333149878,0.06845149781086526,-0.1129835277523775,-0.019399838809159152,0.7426516932328314,-0.779846783738821,-0.13341024132928023
2007-12-31,New York,NYC,NY,0.17374963786023212,107.01627348232701,121.69890631151043,0.046199266588906676,0.08056351017023117,105.2900491853595,0.19597554482051355,2007Q4,17.374963786023212,4.619926658890668,-0.05867398412831351,121.69890631151043,0.0,1.0654653646650871,-0.00791415786821048,0.37859336365990703,-0.05192148727496404,0.0483381061021387,-0.07220293641624971,-0.0355984650492001,0.2315314308429168,-0.33024661730674454,-0.49720973621072323
